,Id,protoform,DoT,DoS,DoF,symptom
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have logRelF0-H1-H2_sma3nz-related features at low level.",1.0,0.01,0.004333492561798614,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have logRelF0-H1-H2_sma3nz-related features at medium level.",0.0,0.0,0.004333492561798614,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have logRelF0-H1-H2_sma3nz-related features at high level.",0.0,0.01,0.004333492561798614,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have logRelF0-H1-H2_sma3nz-related features at low level.",0.0,0.07,0.13904917717594464,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have logRelF0-H1-H2_sma3nz-related features at medium level.",0.0,0.0,0.13904917717594464,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have logRelF0-H1-H2_sma3nz-related features at high level.",0.27671482928135155,0.13333333333333333,0.13904917717594464,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have logRelF0-H1-A3_sma3nz-related features at low level.",0.0,0.51,0.7532424815254227,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have logRelF0-H1-A3_sma3nz-related features at medium level.",0.0,0.5066666666666667,0.7532424815254227,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have logRelF0-H1-A3_sma3nz-related features at high level.",0.0,0.2633333333333333,0.7532424815254227,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have logRelF0-H1-A3_sma3nz-related features at low level.",0.0,0.0,0.0034241851412439234,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have logRelF0-H1-A3_sma3nz-related features at medium level.",0.0,0.006666666666666667,0.0034241851412439234,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have logRelF0-H1-A3_sma3nz-related features at high level.",1.0,0.006666666666666667,0.0034241851412439234,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have logRelF0-H1-A3_sma3nz-related features at low level.",0.0,0.0,0.24,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have logRelF0-H1-A3_sma3nz-related features at medium level.",0.0,0.01,0.24,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have logRelF0-H1-A3_sma3nz-related features at high level.",1.0,0.23666666666666666,0.24,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have f1frequency_sma3nz-related features at low level.",0.0,0.30333333333333334,0.29576976125864046,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have f1frequency_sma3nz-related features at medium level.",0.0,0.22666666666666666,0.29576976125864046,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have f1frequency_sma3nz-related features at high level.",0.0724171968623122,0.17333333333333334,0.29576976125864046,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have f1frequency_sma3nz-related features at low level.",0.0,0.09666666666666666,0.046036117262150275,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have f1frequency_sma3nz-related features at medium level.",0.0,0.08,0.046036117262150275,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have f1frequency_sma3nz-related features at high level.",1.0,0.07,0.046036117262150275,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have f1frequency_sma3nz-related features at low level.",0.0,0.54,0.6548607881458759,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have f1frequency_sma3nz-related features at medium level.",0.0,0.37,0.6548607881458759,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have f1frequency_sma3nz-related features at high level.",0.9335763888339945,0.4266666666666667,0.6548607881458759,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have f1bandwidth_sma3nz-related features at low level.",0.43993888939236403,0.18666666666666668,0.2827277052960111,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have f1bandwidth_sma3nz-related features at medium level.",0.0,0.22,0.2827277052960111,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have f1bandwidth_sma3nz-related features at high level.",0.0,0.10666666666666667,0.2827277052960111,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have f1bandwidth_sma3nz-related features at low level.",0.0,0.07,0.058724618275794234,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have f1bandwidth_sma3nz-related features at medium level.",0.0,0.11333333333333333,0.058724618275794234,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have f1bandwidth_sma3nz-related features at high level.",0.0,0.05,0.058724618275794234,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have f1bandwidth_sma3nz-related features at low level.",0.0,0.31,0.6552143430948613,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have f1bandwidth_sma3nz-related features at medium level.",0.0,0.49333333333333335,0.6552143430948613,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have f1bandwidth_sma3nz-related features at high level.",0.0,0.39,0.6552143430948613,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have f1amplitudelogrelf0_sma3nz-related features at low level.",0.0,0.15,0.6466666666666666,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have f1amplitudelogrelf0_sma3nz-related features at medium level.",0.0,0.39666666666666667,0.6466666666666666,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have f1amplitudelogrelf0_sma3nz-related features at high level.",0.8118980833959513,0.49666666666666665,0.6466666666666666,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have f1amplitudelogrelf0_sma3nz-related features at low level.",0.0,0.0,0.0,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have f1amplitudelogrelf0_sma3nz-related features at medium level.",0.0,0.0,0.0,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have f1amplitudelogrelf0_sma3nz-related features at high level.",0.0,0.0,0.0,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have f1amplitudelogrelf0_sma3nz-related features at low level.",1.0,0.35,0.35,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have f1amplitudelogrelf0_sma3nz-related features at medium level.",0.0,0.10333333333333333,0.35,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have f1amplitudelogrelf0_sma3nz-related features at high level.",0.0,0.0,0.35,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have f2frequency_sma3nz-related features at low level.",0.0,0.07666666666666666,0.13150162605348956,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have f2frequency_sma3nz-related features at medium level.",0.0,0.12666666666666668,0.13150162605348956,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have f2frequency_sma3nz-related features at high level.",0.0,0.08666666666666667,0.13150162605348956,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have f2frequency_sma3nz-related features at low level.",0.0,0.06666666666666667,0.062144126363089816,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have f2frequency_sma3nz-related features at medium level.",0.0,0.11333333333333333,0.062144126363089816,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have f2frequency_sma3nz-related features at high level.",0.0,0.056666666666666664,0.062144126363089816,4
6,6.0,"Among records that contribute positively to predicting 4 class, most of them have f2frequency_sma3nz-related features at low level.",0.0,0.4266666666666667,0.8030209142500874,4
7,7.0,"Among records that contribute positively to predicting 4 class, most of them have f2frequency_sma3nz-related features at medium level.",0.0,0.5833333333333334,0.8030209142500874,4
8,8.0,"Among records that contribute positively to predicting 4 class, most of them have f2frequency_sma3nz-related features at high level.",0.0,0.41,0.8030209142500874,4
0,0.0,"Among records that contribute against predicting 4 class, most of them have f2amplitudelogrelf0_sma3nz-related features at low level.",0.0,0.14333333333333334,0.6433333333333333,4
1,1.0,"Among records that contribute against predicting 4 class, most of them have f2amplitudelogrelf0_sma3nz-related features at medium level.",0.0,0.3933333333333333,0.6433333333333333,4
2,2.0,"Among records that contribute against predicting 4 class, most of them have f2amplitudelogrelf0_sma3nz-related features at high level.",0.8622483417234841,0.49666666666666665,0.6433333333333333,4
3,3.0,"Among records that contribute around zero to predicting 4 class, most of them have f2amplitudelogrelf0_sma3nz-related features at low level.",1.0,0.006666666666666667,0.002900928669971977,4
4,4.0,"Among records that contribute around zero to predicting 4 class, most of them have f2amplitudelogrelf0_sma3nz-related features at medium level.",1.0,0.006666666666666667,0.002900928669971977,4
5,5.0,"Among records that contribute around zero to predicting 4 class, most of them have f2amplitudelogrelf0_sma3nz-related features at high level.",0.0,0.0,0.002900928669971977,4
